user_id,poi_id,timestamp,action
U0001,4054,1748187087,click
U0001,4119,1748705487,click
U0001,1053,1748878287,fav
U0001,1178,1749051087,fav
U0001,1099,1751383887,visit
U0001,1033,1751988687,click
U0001,1053,1752679887,click
U0001,1176,1753198287,visit
U0001,1075,1754494287,click
U0001,1189,1755703887,visit
U0001,1296,1757172687,click
U0001,1010,1757604687,fav
U0001,1150,1757950287,fav
U0001,1066,1757950287,click
U0001,1135,1758727887,click
U0001,1010,1759073487,click
U0001,1276,1760974287,fav
U0001,1139,1760974287,visit
U0001,3123,1761147087,click
U0001,4090,1761406287,click
U0001,1180,1762270287,click
U0002,1163,1747150287,click
U0002,1028,1747409487,fav
U0002,1255,1747582287,fav
U0002,3071,1747841487,click
U0002,1063,1748619087,click
U0002,2180,1749223887,click
U0002,1245,1749655887,click
U0002,4121,1749915087,click
U0002,1326,1750174287,click
U0002,1200,1750260687,click
U0002,1247,1750865487,click
U0002,1269,1750951887,visit
U0002,3137,1751556687,click
U0002,1129,1752161487,click
U0002,1116,1752247887,click
U0002,1260,1752334287,fav
U0002,1247,1752679887,click
U0002,1104,1753284687,click
U0002,1247,1753457487,visit
U0002,1136,1754148687,fav
U0002,1116,1754235087,click
U0002,6027,1754407887,visit
U0002,1247,1754494287,click
U0002,1247,1754667087,visit
U0002,1285,1755185487,click
U0002,4010,1755703887,visit
U0002,1013,1755963087,click
U0002,7093,1755963087,click
U0002,1081,1756740687,click
U0002,1116,1757431887,visit
U0002,1274,1757691087,fav
U0002,8110,1758123087,click
U0002,1129,1758468687,fav
U0002,1260,1758814287,click
U0002,7075,1759073487,fav
U0002,1129,1759764687,fav
U0002,1116,1759851087,fav
U0002,1258,1759937487,visit
U0002,3107,1760283087,click
U0002,1113,1760369487,click
U0002,4029,1760628687,click
U0002,2127,1760887887,click
U0002,1278,1761147087,click
U0002,1212,1761147087,click
U0002,1306,1761665487,click
U0002,7062,1762270287,click
U0003,1001,1749742287,click
U0003,1138,1749915087,fav
U0003,1036,1751211087,click
U0003,1316,1751729487,click
U0003,1068,1752247887,click
U0003,1056,1752939087,click
U0003,6026,1752939087,click
U0003,1242,1753198287,click
U0003,1182,1753975887,visit
U0003,2154,1755358287,click
U0003,1314,1756222287,click
U0003,1225,1757604687,fav
U0003,1299,1758727887,click
U0003,8008,1759073487,visit
U0003,1177,1759419087,click
U0003,1280,1762183887,click
U0004,1189,1747150287,click
U0004,1053,1747150287,click
U0004,1057,1747409487,visit
U0004,1049,1747495887,fav
U0004,2125,1747582287,fav
U0004,1086,1747668687,click
U0004,1009,1748273487,click
U0004,1184,1748964687,visit
U0004,4140,1749137487,fav
U0004,1075,1749223887,fav
U0004,1099,1749310287,fav
U0004,1184,1749396687,click
U0004,1127,1750001487,click
U0004,1077,1750865487,fav
U0004,1118,1751729487,visit
U0004,1189,1751729487,fav
U0004,2141,1752075087,click
U0004,1048,1752075087,click
U0004,1281,1752247887,visit
U0004,1276,1752334287,fav
U0004,2095,1752593487,fav
U0004,1117,1752852687,fav
U0004,1129,1753025487,click
U0004,1176,1753025487,fav
U0004,1041,1753803087,click
U0004,1119,1754926287,click
U0004,1112,1755185487,click
U0004,1092,1755271887,fav
U0004,1049,1755444687,visit
U0004,4182,1755703887,click
U0004,1191,1755790287,click
U0004,1135,1756135887,fav
U0004,1177,1756222287,click
U0004,1135,1757259087,click
U0004,1176,1757518287,click
U0004,1184,1757691087,click
U0004,1129,1758295887,click
U0004,4152,1758987087,click
U0004,1277,1759591887,click
U0004,1127,1759764687,click
U0004,1218,1759851087,click
U0004,1178,1760455887,click
U0004,1269,1760887887,fav
U0004,1010,1761147087,click
U0004,1296,1761147087,visit
U0004,1079,1761579087,click
U0004,6073,1762011087,click
U0004,1170,1762183887,click
U0004,1033,1762270287,click
U0004,1042,1762270287,click
U0004,1170,1762615887,fav
U0005,8059,1747236687,click
U0005,1225,1747582287,click
U0005,1299,1748273487,click
U0005,1299,1748273487,visit
U0005,1241,1748964687,click
U0005,1034,1749310287,click
U0005,1132,1749569487,click
U0005,1186,1750347087,click
U0005,1271,1750433487,fav
U0005,1167,1750433487,click
U0005,1264,1750692687,click
U0005,1056,1750779087,click
U0005,1032,1751383887,click
U0005,1314,1751383887,click
U0005,1202,1752075087,fav
U0005,1280,1752507087,visit
U0005,1167,1752507087,click
U0005,1287,1752852687,click
U0005,5103,1753457487,click
U0005,1202,1753543887,click
U0005,1132,1754062287,fav
U0005,1001,1755012687,click
U0005,2019,1755358287,click
U0005,1034,1755617487,fav
U0005,5069,1756308687,click
U0005,1264,1756654287,click
U0005,1065,1756654287,fav
U0005,1001,1756999887,click
U0005,1059,1757345487,click
U0005,7012,1758123087,click
U0005,1289,1758382287,fav
U0005,1038,1758468687,click
U0005,1323,1758641487,click
U0005,4089,1758987087,click
U0005,1289,1759937487,fav
U0005,2192,1761060687,visit
U0005,4156,1761406287,visit
U0005,1200,1761406287,click
U0005,1001,1761492687,fav
U0005,1308,1761665487,fav
U0006,1129,1747409487,visit
U0006,5096,1747668687,click
U0006,1296,1748014287,click
U0006,1067,1748964687,visit
U0006,3082,1749051087,visit
U0006,1049,1750001487,click
U0006,2055,1750347087,visit
U0006,1176,1751556687,visit
U0006,1214,1752420687,click
U0006,7061,1752507087,visit
U0006,1042,1752766287,click
U0006,1296,1752852687,click
U0006,1049,1753284687,click
U0006,2113,1753630287,click
U0006,1012,1753889487,fav
U0006,1074,1754407887,fav
U0006,1276,1755099087,click
U0006,1077,1755876687,click
U0006,1240,1756222287,fav
U0006,4127,1756567887,click
U0006,1247,1756740687,click
U0006,1181,1758814287,click
U0006,3065,1759246287,visit
U0006,1326,1759419087,visit
U0006,1135,1759678287,fav
U0006,1111,1759851087,click
U0006,2179,1759851087,visit
U0006,1042,1761060687,click
U0006,1184,1761319887,click
U0006,6004,1761319887,click
U0006,1053,1761751887,click
U0006,7096,1762097487,click
U0006,1230,1762183887,fav
U0006,1195,1762270287,click
U0006,3124,1762356687,fav
U0007,1238,1748014287,click
U0007,7078,1748446287,click
U0007,1052,1748532687,visit
U0007,1075,1749137487,visit
U0007,1127,1749223887,fav
U0007,1098,1749396687,click
U0007,1119,1749742287,click
U0007,1041,1750347087,click
U0007,1059,1751038287,visit
U0007,1059,1752161487,click
U0007,6012,1752334287,fav
U0007,1240,1753198287,click
U0007,5061,1753371087,click
U0007,1191,1753716687,fav
U0007,1267,1755617487,visit
U0007,1172,1756481487,fav
U0007,1042,1757172687,fav
U0007,1178,1757172687,click
U0007,1046,1758209487,fav
U0007,1219,1759073487,click
U0007,1187,1759505487,click
U0007,1127,1759678287,click
U0007,1134,1760369487,visit
U0007,1122,1761147087,visit
U0007,4092,1762011087,click
U0008,1123,1747063887,click
U0008,1002,1747409487,click
U0008,1324,1747409487,click
U0008,1280,1747755087,click
U0008,2008,1748100687,visit
U0008,1225,1748446287,click
U0008,8070,1748791887,click
U0008,3129,1748964687,click
U0008,5109,1749828687,fav
U0008,1225,1750087887,fav
U0008,3033,1750087887,visit
U0008,3139,1750174287,click
U0008,1182,1750260687,click
U0008,1108,1750433487,click
U0008,1132,1750779087,click
U0008,1006,1751038287,click
U0008,1271,1751038287,fav
U0008,1177,1751470287,fav
U0008,1280,1751902287,click
U0008,1122,1751902287,click
U0008,1175,1752420687,fav
U0008,1168,1752679887,visit
U0008,1122,1752939087,click
U0008,1108,1752939087,fav
U0008,2039,1753198287,click
U0008,1175,1753284687,fav
U0008,1095,1753543887,click
U0008,1123,1753803087,click
U0008,1068,1753975887,click
U0008,1168,1754494287,click
U0008,1172,1755012687,click
U0008,1122,1756135887,click
U0008,1167,1756395087,visit
U0008,1088,1757172687,fav
U0008,1087,1757431887,click
U0008,1052,1757604687,fav
U0008,1088,1757950287,fav
U0008,8005,1758036687,visit
U0008,1059,1758123087,fav
U0008,1267,1758295887,visit
U0008,3079,1758468687,fav
U0008,4054,1758641487,fav
U0008,3040,1759073487,click
U0008,1168,1759159887,click
U0008,6066,1759332687,fav
U0008,1234,1759419087,visit
U0008,1168,1760110287,fav
U0008,1175,1760283087,click
U0008,1032,1760369487,fav
U0008,4077,1760628687,fav
U0008,1059,1760801487,click
U0008,1032,1760887887,visit
U0008,1264,1761579087,click
U0008,1294,1762529487,click
U0008,1001,1762615887,fav
U0009,1078,1747236687,click
U0009,1155,1747495887,click
U0009,8094,1747668687,fav
U0009,1142,1747668687,visit
U0009,1180,1748014287,fav
U0009,1180,1748359887,click
U0009,1014,1748359887,click
U0009,8001,1748964687,fav
U0009,1156,1749137487,click
U0009,1175,1749137487,visit
U0009,1155,1749137487,fav
U0009,1160,1749396687,fav
U0009,5111,1749655887,click
U0009,1153,1749915087,visit
U0009,1325,1750951887,fav
U0009,1153,1751211087,click
U0009,1180,1751470287,click
U0009,2209,1752593487,click
U0009,1089,1753630287,visit
U0009,1154,1753630287,fav
U0009,1151,1753975887,fav
U0009,1329,1755099087,visit
U0009,1155,1755099087,click
U0009,1142,1755271887,click
U0009,1149,1755703887,click
U0009,1329,1755703887,fav
U0009,1153,1755876687,click
U0009,1089,1756049487,click
U0009,1149,1756135887,click
U0009,1156,1756481487,click
U0009,3094,1757259087,click
U0009,6027,1757345487,visit
U0009,1145,1757604687,fav
U0009,4014,1757863887,fav
U0009,1154,1758727887,click
U0009,1186,1758987087,click
U0009,1153,1758987087,fav
U0009,4044,1759246287,click
U0009,1154,1759678287,click
U0009,7070,1760196687,click
U0009,1153,1760542287,click
U0009,1156,1760715087,click
U0010,4181,1747063887,click
U0010,1003,1747150287,fav
U0010,3115,1748187087,click
U0010,1291,1748187087,fav
U0010,2078,1748187087,fav
U0010,6093,1749051087,click
U0010,1011,1749223887,click
U0010,7079,1749310287,click
U0010,1095,1749483087,fav
U0010,1267,1749655887,click
U0010,7012,1749742287,click
U0010,7047,1750001487,click
U0010,5048,1750087887,fav
U0010,6089,1750174287,click
U0010,1008,1750519887,click
U0010,1087,1750606287,fav
U0010,1096,1750692687,click
U0010,4061,1750951887,click
U0010,1175,1751211087,click
U0010,4065,1751297487,click
U0010,4117,1751470287,fav
U0010,1007,1751729487,click
U0010,1052,1751815887,click
U0010,1009,1751988687,click
U0010,1226,1752334287,click
U0010,1016,1752507087,visit
U0010,1122,1754321487,visit
U0010,1108,1754494287,click
U0010,1103,1754926287,click
U0010,1103,1754926287,fav
U0010,1095,1755099087,click
U0010,4118,1755185487,click
U0010,4057,1755617487,click
U0010,1267,1755703887,fav
U0010,1040,1755790287,click
U0010,1297,1755963087,visit
U0010,5129,1756135887,visit
U0010,3138,1756222287,fav
U0010,1087,1756308687,click
U0010,1103,1757172687,visit
U0010,1088,1757172687,click
U0010,1052,1757172687,click
U0010,1226,1757345487,fav
U0010,1017,1757777487,click
U0010,1101,1758036687,click
U0010,2116,1758123087,click
U0010,8068,1758123087,visit
U0010,1017,1758468687,visit
U0010,4114,1758641487,click
U0010,1185,1759332687,click
U0010,1133,1759419087,fav
U0010,1103,1759937487,fav
U0010,5002,1760110287,fav
U0010,1267,1760196687,fav
U0010,1107,1760628687,click
U0010,1009,1761147087,visit
U0010,1051,1761233487,click
U0010,1288,1761319887,click
U0010,1137,1761924687,click
U0010,1017,1762011087,click
U0011,1037,1747495887,click
U0011,1132,1747668687,click
U0011,1165,1748014287,visit
U0011,1150,1748187087,visit
U0011,1299,1748619087,click
U0011,8006,1748619087,click
U0011,6110,1748878287,click
U0011,1146,1749742287,click
U0011,1038,1750260687,click
U0011,1241,1750433487,click
U0011,4192,1750779087,fav
U0011,2143,1750865487,click
U0011,4051,1751211087,click
U0011,1112,1751556687,visit
U0011,3151,1751815887,visit
U0011,2199,1751902287,click
U0011,1150,1752161487,visit
U0011,1149,1752247887,click
U0011,1211,1752507087,click
U0011,1146,1752939087,click
U0011,1200,1753284687,click
U0011,1065,1753630287,click
U0011,1314,1754062287,click
U0011,1124,1754235087,fav
U0011,1299,1755185487,click
U0011,1153,1755358287,fav
U0011,1202,1755444687,click
U0011,1202,1755617487,click
U0011,4057,1755703887,click
U0011,3030,1755790287,click
U0011,1329,1756222287,click
U0011,1065,1756395087,click
U0011,1154,1756654287,fav
U0011,1139,1756740687,click
